"site","date","approach","kingdom","phylum","class","order","family","genus","species","tot_read","Lowest_ID"
"TLA04",20220610,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella boltoni",109,"Stempellinella boltoni"
"TLA04",20220610,"3","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae","Procloeon",,12,"Procloeon"
"TLA04",20220610,"3","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Habrophlebia","Habrophlebia vibrans",112,"Habrophlebia vibrans"
"TLA04",20220610,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Calamoceratidae","Heteroplectron","Heteroplectron americanum",25,"Heteroplectron americanum"
"TLA04",20220610,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona metaqui",1049,"Diplectrona metaqui"
"TLA04",20220610,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",8028,"Diplectrona modesta"
"TLA04",20220610,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma griseum",20,"Lepidostoma griseum"
"TLA04",20220610,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",16,"Lepidostoma latipenne"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Chamobatidae","Chamobates",,33,"Chamobates"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae",,,72,"Cyclopidae"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,115,"Ceratopogonidae"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Chironomus","Chironomus harpi",318,"Chironomus harpi"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum",,184,"Polypedilum"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Procladius",,1032,"Procladius"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,383,"Tanytarsus"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemanniella","Thienemanniella xena",9,"Thienemanniella xena"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Limoniidae","Erioptera",,152,"Erioptera"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ptychopteridae","Bittacomorpha","Bittacomorpha clavipes",40,"Bittacomorpha clavipes"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Tabanidae","Chrysops","Chrysops cincticornis",285,"Chrysops cincticornis"
"TLB01",20220609,"3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Chauliodes",,321,"Chauliodes"
"TLB02",20220609,"3","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Nais",,24,"Nais"
"TLB02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",,27,"Palpomyia"
"TLB02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Conchapelopia",,159,"Conchapelopia"
"TLB02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",,11,"Parametriocnemus"
"TLB02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",,13,"Rheotanytarsus"
"TLB02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,163,"Chironomidae"
"TLB02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Pediciidae","Dicranota",,77,"Dicranota"
"TLB02",20220609,"3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",2508,"Nigronia fasciatus"
"TLB02",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Molannidae","Molanna","Molanna blenda",424,"Molanna blenda"
"TLB02",20220609,"3","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Cambarus",,290,"Cambarus"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,556,"Optioservus"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",11,"Oulimnius latiusculus"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,3467,"Stenelmis"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",,12,"Palpomyia"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,9,"Ceratopogonidae"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,51,"Cryptochironomus"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parakiefferiella",,30,"Parakiefferiella"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Paraphaenocladius",,35,"Paraphaenocladius"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,8,"Tanytarsus"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,76,"Chironomidae"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Limoniidae","Antocha",,24,"Antocha"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,261,"Simulium"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",43,"Nigronia fasciatus"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Odonata","Cordulegastridae","Kalyptogaster","Kalyptogaster erronea",137,"Kalyptogaster erronea"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra",,465,"Leuctra"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",,,158,"Leuctridae"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,63,"Eccoptura"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",1065,"Perlesta nelsoni"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",876,"Diplectrona modesta"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche betteni",41,"Hydropsyche betteni"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche antica",127,"Pycnopsyche antica"
"TLC01",20220609,"3","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Lacunicambarus","Lacunicambarus acanthura",17,"Lacunicambarus acanthura"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Arachnida","Sarcoptiformes","Galumnidae",,,68,"Galumnidae"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae",,,52,"Cyclopidae"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",,38,"Palpomyia"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Conchapelopia",,12,"Conchapelopia"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Limnophyes",,15,"Limnophyes"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Micropsectra",,27,"Micropsectra"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella fimbriata",22,"Stempellinella fimbriata"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,95,"Tanytarsus"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Xylotopus",,12,"Xylotopus"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Culicidae","Culex","Culex territans",65,"Culex territans"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Habrophlebiodes","Habrophlebiodes americana",8,"Habrophlebiodes americana"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Hemiptera","Corixidae",,,195,"Corixidae"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,30,"Tallaperla"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",89,"Lepidostoma latipenne"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Odontoceridae","Psilotreta","Psilotreta rufa",8,"Psilotreta rufa"
"TLC02",20220609,"3","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Lacunicambarus","Lacunicambarus acanthura",103,"Lacunicambarus acanthura"
"TLC03",20220609,"3","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Nais",,50,"Nais"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Collembola",,,,,10,"Collembola"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,179,"Elmidae"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Culicoides",,10,"Culicoides"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Conchapelopia",,24,"Conchapelopia"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Limnophyes",,108,"Limnophyes"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,47,"Tanytarsus"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,257,"Chironomidae"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Limoniidae",,,78,"Limoniidae"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,27,"Simulium"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Hemiptera","Corixidae",,,69,"Corixidae"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",158,"Nigronia fasciatus"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Odonata","Cordulegastridae","Kalyptogaster","Kalyptogaster erronea",74,"Kalyptogaster erronea"
"TLC03",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona metaqui",103,"Diplectrona metaqui"
"TLCG1",20220609,"3","Eukaryota","Annelida","Clitellata","Lumbriculida","Sparganophilidae","Sparganophilus",,522,"Sparganophilus"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,18,"Oulimnius"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,938,"Stenelmis"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,221,"Elmidae"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,8,"Cryptochironomus"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Paraphaenocladius",,12,"Paraphaenocladius"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Dixidae",,,12,"Dixidae"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Empididae","Roederiodes",,59,"Roederiodes"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,552,"Simulium"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,11,"Ephemerella"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemeridae","Hexagenia",,8,"Hexagenia"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx",,199,"Calopteryx"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",,,15,"Leuctridae"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,1200,"Tallaperla"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura","Eccoptura xanthenes",27,"Eccoptura xanthenes"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",2566,"Diplectrona modesta"
"TLCG1",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",39,"Lepidostoma latipenne"
"TLM01",20220609,"1_3","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Nais",,16,"Nais"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Arachnida","Trombidiformes",,,,35,"Trombidiformes"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,332,"Dubiraphia"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,267,"Optioservus"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",13,"Oulimnius latiusculus"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,756,"Stenelmis"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,174,"Cryptochironomus"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",,48,"Rheotanytarsus"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,39,"Tanytarsus"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemannimyia",,68,"Thienemannimyia"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,154,"Chironomidae"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Diptera","Empididae","Roederiodes",,14,"Roederiodes"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,31,"Ephemerella"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Ephemeroptera",,,,55,"Ephemeroptera"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",15,"Nigronia fasciatus"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra","Leuctra tenuis",8,"Leuctra tenuis"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,80,"Eccoptura"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",274,"Perlesta nelsoni"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,60,"Cheumatopsyche"
"TLM01",20220609,"1_3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",10,"Diplectrona modesta"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,270,"Optioservus"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,82,"Stenelmis"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,4546,"Elmidae"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,73,"Cryptochironomus"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Psectrocladius",,30,"Psectrocladius"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",,15,"Rheotanytarsus"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella",,40,"Stempellinella"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,69,"Tanytarsus"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemanniella",,16,"Thienemanniella"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,174,"Chironomidae"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,35,"Simulium"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Leucrocuta",,75,"Leucrocuta"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Ephemeroptera",,,,18,"Ephemeroptera"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia serricornis",121,"Nigronia serricornis"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus","Gomphus graslinellus",39,"Gomphus graslinellus"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae","Leuctra",,23,"Leuctra"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",,,60,"Leuctridae"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,153,"Eccoptura"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",1574,"Perlesta nelsoni"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche","Cheumatopsyche enigma",12,"Cheumatopsyche enigma"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",82,"Diplectrona modesta"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Leptoceridae","Triaenodes","Triaenodes ignitus",322,"Triaenodes ignitus"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Leptoceridae","Triaenodes","Triaenodes ochraceus",491,"Triaenodes ochraceus"
"TLM03",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Molannidae","Molanna","Molanna tryphena",29,"Molanna tryphena"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Macronychus",,305,"Macronychus"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,1074,"Optioservus"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,30,"Oulimnius"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,130,"Stenelmis"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,127,"Elmidae"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus",,37,"Cricotopus"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,17,"Cryptochironomus"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",,125,"Parametriocnemus"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum",,27,"Polypedilum"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",,277,"Rheotanytarsus"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,86,"Tanytarsus"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,189,"Chironomidae"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Empididae","Hemerodromia",,89,"Hemerodromia"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Empididae","Roederiodes",,29,"Roederiodes"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,1076,"Simulium"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,508,"Tallaperla"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,12,"Eccoptura"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,220,"Cheumatopsyche"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",34,"Diplectrona modesta"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Hydropsyche","Hydropsyche betteni",114,"Hydropsyche betteni"
"TLM04",20220609,"3","Eukaryota","Arthropoda","Insecta","Trichoptera","Molannidae","Molanna","Molanna tryphena",77,"Molanna tryphena"
"TLM05",20220609,"3","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Aulodrilus","Aulodrilus pluriseta",11,"Aulodrilus pluriseta"
"TLM05",20220609,"3","Eukaryota","Arthropoda","Arachnida","Mesostigmata","Ascidae","Platyseius",,17,"Platyseius"
"TLM05",20220609,"3","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae","Macrocyclops",,10,"Macrocyclops"
"TLM05",20220609,"3","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,12,"Dubiraphia"
