"site","date","approach","kingdom","phylum","class","order","family","genus","species","tot_read","Lowest_ID"
"TLA01",20220812,"2","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus",,283,"Gomphus"
"TLA01",20220812,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,521,"Tallaperla"
"TLA01",20220812,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura","Eccoptura xanthenes",13,"Eccoptura xanthenes"
"TLA01",20220812,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona",,158,"Diplectrona"
"TLA01",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",10,"Oulimnius latiusculus"
"TLA01",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,17,"Stenelmis"
"TLA01",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,17,"Ceratopogonidae"
"TLA01",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,48,"Chironomidae"
"TLA01",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Dixidae",,,21,"Dixidae"
"TLA01",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,2229,"Ephemerella"
"TLA01",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",82,"Eurylophella verisimilis"
"TLA01",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Habrophlebiodes","Habrophlebiodes americana",494,"Habrophlebiodes americana"
"TLA01",20230130,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Haploperla","Haploperla brevis",15,"Haploperla brevis"
"TLA01",20230130,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona",,86,"Diplectrona"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Conchapelopia",,42,"Conchapelopia"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parakiefferiella",,13,"Parakiefferiella"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",,51,"Parametriocnemus"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",,45,"Rheotanytarsus"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,10,"Tanytarsus"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,50,"Chironomidae"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Limoniidae",,,14,"Limoniidae"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,246,"Simulium"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Tipulidae","Tipula","Tipula abdominalis",140,"Tipula abdominalis"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,774,"Ephemerella"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",432,"Eurylophella verisimilis"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemeridae","Ephemera","Ephemera blanda",649,"Ephemera blanda"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus","Gomphus graslinellus",8,"Gomphus graslinellus"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus","Gomphus lividus",121,"Gomphus lividus"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Haploperla","Haploperla brevis",13,"Haploperla brevis"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Nemouridae","Amphinemura",,10,"Amphinemura"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla","Tallaperla cornelia",21,"Tallaperla cornelia"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",158,"Perlesta nelsoni"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlodidae","Isoperla","Isoperla nr. holochlora BOLD:AAB1101",395,"Isoperla nr. holochlora BOLD:AAB1101"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",67,"Diplectrona modesta"
"TLC01",20220329,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Rhyacophilidae","Rhyacophila","Rhyacophila ledra",11,"Rhyacophila ledra"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,533,"Stenelmis"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,37,"Elmidae"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae",,,8,"Ceratopogonidae"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",,106,"Parametriocnemus"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum",,36,"Polypedilum"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheocricotopus",,23,"Rheocricotopus"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella fimbriata",10,"Stempellinella fimbriata"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Xylotopus",,10,"Xylotopus"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,49,"Simulium"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae","Acerpenna",,25,"Acerpenna"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella",,302,"Eurylophella"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx",,124,"Calopteryx"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",,,22,"Leuctridae"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,105,"Tallaperla"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",146,"Diplectrona modesta"
"TLC01",20220811,"2","Eukaryota","Arthropoda","Malacostraca","Decapoda","Cambaridae","Lacunicambarus","Lacunicambarus acanthura",21,"Lacunicambarus acanthura"
"TLC01",20230130,"2","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Nais",,29,"Nais"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,123,"Dubiraphia"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,46,"Optioservus"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,29,"Oulimnius"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,92,"Stenelmis"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Stilobezzia",,27,"Stilobezzia"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cricotopus",,191,"Cricotopus"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",,304,"Parametriocnemus"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tvetenia","Tvetenia paucunca",13,"Tvetenia paucunca"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Prosimulium","Prosimulium mixtum",102,"Prosimulium mixtum"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,173,"Simulium"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Stegopterna",,76,"Stegopterna"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,1792,"Ephemerella"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",100,"Eurylophella verisimilis"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia serricornis",124,"Nigronia serricornis"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Calamoceratidae","Anisocentropus","Anisocentropus pyraloides",28,"Anisocentropus pyraloides"
"TLC01",20230130,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",14,"Diplectrona modesta"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Arachnida","Araneae","Tetragnathidae","Tetragnatha","Tetragnatha viridis",227,"Tetragnatha viridis"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,190,"Optioservus"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius","Oulimnius latiusculus",14,"Oulimnius latiusculus"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Coleoptera","Psephenidae","Ectopria",,90,"Ectopria"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheocricotopus",,127,"Rheocricotopus"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",,8,"Rheotanytarsus"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,62,"Tanytarsus"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemanniella","Thienemanniella xena",9,"Thienemanniella xena"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Dolichopodidae",,,29,"Dolichopodidae"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,1242,"Simulium"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,8792,"Ephemerella"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera",,,,227,"Ephemeroptera"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Haploperla","Haploperla brevis",114,"Haploperla brevis"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",,,14,"Leuctridae"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,1410,"Tallaperla"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",277,"Diplectrona modesta"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma griseum",33,"Lepidostoma griseum"
"TLM01",20220329,"1_2","Eukaryota","Arthropoda","Insecta","Trichoptera","Philopotamidae","Chimarra",,152,"Chimarra"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,49,"Optioservus"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,38,"Stenelmis"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,12,"Elmidae"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Cryptochironomus",,11,"Cryptochironomus"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Lauterborniella","Lauterborniella agrayloides",51,"Lauterborniella agrayloides"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheotanytarsus",,8,"Rheotanytarsus"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella fimbriata",35,"Stempellinella fimbriata"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,143,"Tanytarsus"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tribelos",,56,"Tribelos"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",16,"Eurylophella verisimilis"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Leucrocuta",,257,"Leucrocuta"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium ithaca",60,"Maccaffertium ithaca"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx",,41,"Calopteryx"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",,,50,"Leuctridae"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,446,"Tallaperla"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,86,"Eccoptura"
"TLM01",20220811,"1_2","Eukaryota","Arthropoda","Insecta","Trichoptera","Leptoceridae","Mystacides","Mystacides sepulchralis",8,"Mystacides sepulchralis"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,19,"Oulimnius"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,226,"Chironomidae"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,2871,"Simulium"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae",,,1864,"Simuliidae"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,4722,"Ephemerella"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",733,"Eurylophella verisimilis"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Habrophlebiodes","Habrophlebiodes americana",331,"Habrophlebiodes americana"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,8486,"Tallaperla"
"TLM01",20230130,"1_2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Cheumatopsyche",,169,"Cheumatopsyche"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,11,"Optioservus"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Oulimnius",,13,"Oulimnius"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,219,"Stenelmis"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,434,"Elmidae"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Ceratopogonidae","Palpomyia",,8,"Palpomyia"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Clinotanypus",,18,"Clinotanypus"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parakiefferiella",,8,"Parakiefferiella"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Polypedilum",,17,"Polypedilum"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheocricotopus","Rheocricotopus robacki",8,"Rheocricotopus robacki"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Stempellinella","Stempellinella fimbriata",8,"Stempellinella fimbriata"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,80,"Tanytarsus"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Thienemanniella","Thienemanniella xena",70,"Thienemanniella xena"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,16,"Simulium"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae","Acerpenna",,21,"Acerpenna"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,2149,"Ephemerella"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",97,"Eurylophella verisimilis"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Leucrocuta",,62,"Leucrocuta"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx","Calopteryx maculata",282,"Calopteryx maculata"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Chloroperlidae","Alloperla",,12,"Alloperla"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla","Tallaperla cornelia",31,"Tallaperla cornelia"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Perlesta","Perlesta nelsoni",202,"Perlesta nelsoni"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Calamoceratidae","Anisocentropus","Anisocentropus pyraloides",128,"Anisocentropus pyraloides"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",10,"Diplectrona modesta"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Lepidostomatidae","Lepidostoma","Lepidostoma latipenne",78,"Lepidostoma latipenne"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche antica",288,"Pycnopsyche antica"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche luculenta",664,"Pycnopsyche luculenta"
"TLM06",20220329,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Philopotamidae","Chimarra",,221,"Chimarra"
"TLM06",20220811,"2","Eukaryota","Annelida","Clitellata","Haplotaxida","Naididae","Aulodrilus","Aulodrilus pluriseta",8,"Aulodrilus pluriseta"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae","Macrocyclops",,33,"Macrocyclops"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae",,,34,"Cyclopidae"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Dubiraphia",,185,"Dubiraphia"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Macronychus",,381,"Macronychus"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,41,"Stenelmis"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,1797,"Elmidae"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Ablabesmyia",,22,"Ablabesmyia"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Clinotanypus",,8,"Clinotanypus"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Parametriocnemus",,9,"Parametriocnemus"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Procladius",,36,"Procladius"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheocricotopus",,27,"Rheocricotopus"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,35,"Tanytarsus"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae",,,258,"Chironomidae"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Ptychopteridae","Bittacomorpha","Bittacomorpha clavipes",21,"Bittacomorpha clavipes"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Diptera","Simuliidae","Simulium",,57,"Simulium"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Baetidae",,,28,"Baetidae"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella",,90,"Eurylophella"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Leptophlebia",,10,"Leptophlebia"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Odonata","Calopterygidae","Calopteryx","Calopteryx maculata",94,"Calopteryx maculata"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Odonata","Gomphidae","Gomphus",,60,"Gomphus"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Leuctridae",,,314,"Leuctridae"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Peltoperlidae","Tallaperla",,455,"Tallaperla"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,37,"Eccoptura"
"TLM06",20220811,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Hydropsychidae","Diplectrona","Diplectrona modesta",134,"Diplectrona modesta"
"TLM06",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Optioservus",,10,"Optioservus"
"TLM06",20230130,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae",,,163,"Elmidae"
"TLM06",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,130,"Ephemerella"
"TLM06",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella","Eurylophella verisimilis",107,"Eurylophella verisimilis"
"TLM06",20230130,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Leptophlebiidae","Habrophlebiodes","Habrophlebiodes americana",349,"Habrophlebiodes americana"
"TLM06",20230130,"2","Eukaryota","Arthropoda","Insecta","Megaloptera","Corydalidae","Nigronia","Nigronia fasciatus",28,"Nigronia fasciatus"
"TLM06",20230130,"2","Eukaryota","Arthropoda","Insecta","Plecoptera","Perlidae","Eccoptura",,89,"Eccoptura"
"TLM06",20230130,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Calamoceratidae","Anisocentropus","Anisocentropus pyraloides",19,"Anisocentropus pyraloides"
"TLM06",20230130,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche antica",37,"Pycnopsyche antica"
"TLM06",20230130,"2","Eukaryota","Arthropoda","Insecta","Trichoptera","Limnephilidae","Pycnopsyche","Pycnopsyche luculenta",18,"Pycnopsyche luculenta"
"TLM10",20220329,"2","Eukaryota","Arthropoda","Insecta","Coleoptera","Elmidae","Stenelmis",,9,"Stenelmis"
"TLM10",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Rheocricotopus","Rheocricotopus robacki",18,"Rheocricotopus robacki"
"TLM10",20220329,"2","Eukaryota","Arthropoda","Insecta","Diptera","Chironomidae","Tanytarsus",,14,"Tanytarsus"
"TLM10",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Ephemerella",,256,"Ephemerella"
"TLM10",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Ephemerellidae","Eurylophella",,197,"Eurylophella"
"TLM10",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Leucrocuta",,434,"Leucrocuta"
"TLM10",20220329,"2","Eukaryota","Arthropoda","Insecta","Ephemeroptera","Heptageniidae","Maccaffertium","Maccaffertium ithaca",146,"Maccaffertium ithaca"
